"Date","Price","Open","High","Low","Vol.","Change %"
"12/14/2021","28,340.0","28,610.0","28,670.0","28,230.0","35.86K","-1.08%"
"12/13/2021","28,650.0","28,380.0","28,740.0","28,370.0","33.58K","0.95%"
"12/10/2021","28,380.0","28,690.0","28,710.0","28,320.0","38.09K","-1.29%"
"12/09/2021","28,750.0","28,840.0","28,930.0","28,740.0","16.94K","-0.48%"
"12/08/2021","28,890.0","28,540.0","28,920.0","28,530.0","36.99K","1.30%"
"12/07/2021","28,520.0","27,840.0","28,610.0","27,700.0","59.21K","2.41%"
"12/06/2021","27,850.0","28,060.0","28,180.0","27,590.0","59.69K","-0.78%"
"12/03/2021","28,070.0","27,750.0","28,070.0","27,510.0","67.69K","1.15%"
"12/02/2021","27,750.0","28,120.0","28,230.0","27,450.0","71.12K","-1.53%"
"12/01/2021","28,180.0","27,610.0","28,180.0","27,380.0","97.52K","2.58%"
"11/30/2021","27,470.0","28,330.0","28,720.0","27,470.0","85.50K","-2.66%"
"11/29/2021","28,220.0","28,560.0","28,790.0","27,510.0","106.16K","-1.98%"
"11/26/2021","28,790.0","29,520.0","29,520.0","28,600.0","62.32K","-2.47%"
"11/25/2021","29,520.0","29,370.0","29,580.0","29,220.0","30.90K","0.51%"
"11/24/2021","29,370.0","29,820.0","29,920.0","29,200.0","48.64K","-0.96%"
"11/23/2021","29,655.0","29,690.0","29,788.0","29,507.5","","-0.45%"
"11/22/2021","29,790.0","29,750.0","29,820.0","29,470.0","32.32K","0.03%"
"11/19/2021","29,780.0","29,590.0","29,780.0","29,430.0","29.36K","0.71%"
"11/18/2021","29,570.0","29,700.0","29,740.0","29,380.0","38.51K","-0.40%"
"11/17/2021","29,690.0","29,790.0","29,920.0","29,620.0","27.68K","-0.27%"
"11/16/2021","29,770.0","29,730.0","29,970.0","29,640.0","27.83K","0.13%"
"11/15/2021","29,730.0","29,640.0","29,850.0","29,570.0","27.37K","0.44%"
"11/12/2021","29,600.0","29,360.0","29,660.0","29,290.0","36.81K","1.02%"
"11/11/2021","29,300.0","29,250.0","29,380.0","28,970.0","38.90K","0.65%"
"11/10/2021","29,110.0","29,330.0","29,420.0","29,070.0","38.57K","-0.65%"
"11/09/2021","29,300.0","29,500.0","29,800.0","29,230.0","41.04K","-0.64%"
"11/08/2021","29,490.0","29,550.0","29,840.0","29,490.0","31.61K","-0.44%"
"11/05/2021","29,620.0","29,830.0","29,860.0","29,500.0","33.49K","-0.67%"
"11/04/2021","29,820.0","29,500.0","29,950.0","29,410.0","31.07K","-0.38%"
"11/03/2021","29,933.0","29,475.0","29,952.5","29,412.5","","1.47%"
"11/02/2021","29,500.0","29,580.0","29,660.0","29,390.0","34.44K","-0.17%"
"11/01/2021","29,550.0","28,810.0","29,670.0","28,690.0","58.08K","2.68%"
"10/29/2021","28,780.0","28,790.0","29,030.0","28,470.0","49.74K","0.07%"
"10/28/2021","28,760.0","29,010.0","29,020.0","28,640.0","42.83K","-0.83%"
"10/27/2021","29,000.0","29,130.0","29,250.0","28,860.0","34.91K","-0.45%"
"10/26/2021","29,130.0","28,640.0","29,170.0","28,590.0","37.53K","1.78%"
"10/25/2021","28,620.0","28,910.0","28,940.0","28,370.0","42.73K","-0.87%"
"10/22/2021","28,870.0","28,730.0","28,990.0","28,420.0","63.98K","0.49%"
"10/21/2021","28,730.0","29,320.0","29,350.0","28,680.0","52.97K","-1.88%"
"10/20/2021","29,280.0","29,240.0","29,490.0","29,210.0","40.04K","0.07%"
"10/19/2021","29,260.0","28,920.0","29,280.0","28,860.0","38.59K","1.21%"
"10/18/2021","28,910.0","29,100.0","29,260.0","28,910.0","38.27K","-0.72%"
"10/15/2021","29,120.0","28,620.0","29,150.0","28,590.0","45.82K","1.93%"
"10/14/2021","28,570.0","28,120.0","28,590.0","28,070.0","46.38K","1.53%"
"10/13/2021","28,140.0","28,070.0","28,380.0","27,990.0","47.30K","0.18%"
"10/12/2021","28,090.0","28,520.0","28,780.0","28,090.0","48.99K","-1.44%"
"10/11/2021","28,500.0","28,080.0","28,600.0","27,900.0","54.07K","1.35%"
"10/08/2021","28,120.0","27,770.0","28,330.0","27,760.0","63.76K","1.08%"
"10/07/2021","27,820.0","27,260.0","28,040.0","26,980.0","101.71K","1.50%"
